order_id,month,city,category,quantity,unit_price,discount,customer_age,rating,revenue,month_dt
ORD0298,2024-03,Da Nang,Clothing,4,112.82,15,57,4.1,383.59,2024-03-01
ORD0299,2024-01,HCMC,Clothing,3,246.75,0,46,3.4,740.25,2024-01-01
ORD0300,2024-12,Hanoi,Clothing,2,834.42,5,52,1.9,1585.4,2024-12-01
ORD0301,2024-01,HCMC,Sports,10,506.61,20,38,3.3,4052.88,2024-01-01
ORD0302,2024-11,Da Nang,Clothing,10,1758.7,20,32,2.7,14069.6,2024-11-01
ORD0303,2024-05,Hanoi,Sports,19,1765.44,5,58,3.7,31866.19,2024-05-01
ORD0304,2024-09,Can Tho,Electronics,12,1886.09,15,51,2.3,19238.12,2024-09-01
ORD0305,2024-07,Can Tho,Clothing,10,784.1,20,48,2.0,6272.8,2024-07-01
ORD0306,2024-04,Da Nang,Clothing,15,1833.75,20,44,4.9,22005.0,2024-04-01
ORD0307,2024-09,Hue,Clothing,13,523.57,5,39,3.6,6466.09,2024-09-01
ORD0308,2024-08,Da Nang,Electronics,18,1462.94,5,21,2.1,25016.27,2024-08-01
ORD0309,2024-11,Hue,Sports,2,1753.56,5,55,3.9,3331.76,2024-11-01
ORD0310,2024-09,HCMC,Books,7,1745.47,10,37,4.8,10996.46,2024-09-01
ORD0311,2024-01,HCMC,Clothing,4,1506.41,15,33,3.8,5121.79,2024-01-01
ORD0312,2024-12,HCMC,Books,8,1126.55,10,42,2.9,8111.16,2024-12-01
ORD0313,2024-11,Da Nang,Food,9,751.31,15,47,1.4,5747.52,2024-11-01
ORD0314,2024-12,Can Tho,Food,7,772.87,15,20,3.3,4598.58,2024-12-01
ORD0315,2024-04,HCMC,Electronics,9,1128.96,20,55,3.9,8128.51,2024-04-01
ORD0316,2024-05,HCMC,Clothing,11,498.54,20,33,3.0,4387.15,2024-05-01
ORD0317,2024-11,Da Nang,Food,16,1934.69,15,47,1.7,26311.78,2024-11-01
ORD0318,2024-06,HCMC,Clothing,18,1002.22,20,59,4.8,14431.97,2024-06-01
ORD0319,2024-09,Hanoi,Electronics,2,1540.46,15,26,4.4,2618.78,2024-09-01
ORD0320,2024-04,Hanoi,Clothing,1,476.5,15,41,1.2,405.02,2024-04-01
ORD0321,2024-11,Hue,Books,16,80.68,20,53,2.6,1032.7,2024-11-01
ORD0322,2024-01,Hue,Food,18,1956.08,0,50,4.3,35209.44,2024-01-01
ORD0323,2024-11,Can Tho,Clothing,4,1840.2,20,27,2.0,5888.64,2024-11-01
ORD0324,2024-10,Hue,Food,12,571.28,15,23,2.5,5827.06,2024-10-01
ORD0325,2024-07,Can Tho,Sports,8,1980.95,5,37,3.7,15055.22,2024-07-01
ORD0326,2024-02,Hanoi,Electronics,13,789.56,20,48,1.2,8211.42,2024-02-01
ORD0327,2024-01,HCMC,Electronics,16,1698.39,10,54,4.9,24456.82,2024-01-01
ORD0328,2024-02,Hue,Electronics,8,462.26,20,48,2.1,2958.46,2024-02-01
ORD0329,2024-02,Da Nang,Sports,19,1333.31,5,38,1.1,24066.25,2024-02-01
ORD0330,2024-04,Hue,Clothing,13,1861.31,10,28,3.3,21777.33,2024-04-01
ORD0331,2024-10,Can Tho,Sports,11,798.5,5,62,3.9,8344.32,2024-10-01
ORD0332,2024-09,Da Nang,Electronics,4,902.32,0,39,3.4,3609.28,2024-09-01
ORD0333,2024-10,Hue,Books,11,107.77,10,46,3.0,1066.92,2024-10-01
ORD0334,2024-06,Hue,Books,14,412.19,20,60,2.5,4616.53,2024-06-01
ORD0335,2024-10,Da Nang,Clothing,3,209.97,5,42,3.8,598.41,2024-10-01
ORD0336,2024-11,HCMC,Books,11,753.37,0,18,4.8,8287.07,2024-11-01
ORD0337,2024-08,Da Nang,Food,4,308.39,5,45,2.8,1171.88,2024-08-01
ORD0338,2024-09,Hue,Books,4,101.21,10,53,1.4,364.36,2024-09-01
ORD0339,2024-10,Da Nang,Books,1,619.1,15,23,3.9,526.24,2024-10-01
ORD0340,2024-09,HCMC,Sports,17,380.69,15,28,1.6,5500.97,2024-09-01
ORD0341,2024-05,Da Nang,Books,5,173.37,15,35,2.7,736.82,2024-05-01
ORD0342,2024-08,Hanoi,Food,9,1891.23,15,56,3.5,14467.91,2024-08-01
ORD0343,2024-08,Hanoi,Clothing,10,63.2,15,39,4.4,537.2,2024-08-01
ORD0344,2024-07,Da Nang,Books,11,889.7,20,26,2.2,7829.36,2024-07-01
ORD0345,2024-10,HCMC,Books,11,396.39,15,38,2.2,3706.25,2024-10-01
ORD0346,2024-12,Can Tho,Sports,8,685.48,10,43,2.5,4935.46,2024-12-01
ORD0347,2024-10,HCMC,Sports,18,400.86,20,19,4.8,5772.38,2024-10-01
ORD0348,2024-08,HCMC,Books,10,1671.0,0,44,3.7,16710.0,2024-08-01
ORD0349,2024-03,Da Nang,Clothing,9,1334.39,15,42,1.3,10208.08,2024-03-01
ORD0350,2024-10,Can Tho,Sports,13,1092.02,15,52,1.1,12066.82,2024-10-01
ORD0351,2024-06,Hue,Sports,3,263.27,5,60,3.7,750.32,2024-06-01
ORD0352,2024-03,Hue,Electronics,19,1968.04,15,39,4.9,31783.85,2024-03-01
ORD0353,2024-07,Hanoi,Electronics,4,554.54,20,65,3.1,1774.53,2024-07-01
ORD0354,2024-10,Hue,Clothing,15,779.53,15,61,3.4,9939.01,2024-10-01
ORD0355,2024-09,HCMC,Food,1,991.4,10,44,4.7,892.26,2024-09-01
ORD0356,2024-02,Hanoi,Clothing,12,658.19,15,31,3.1,6713.54,2024-02-01
ORD0357,2024-06,Can Tho,Electronics,15,1457.89,15,38,1.3,18588.1,2024-06-01
ORD0358,2024-01,Hanoi,Electronics,11,1313.54,5,65,2.0,13726.49,2024-01-01
ORD0359,2024-03,Hue,Clothing,11,1141.71,15,32,4.2,10674.99,2024-03-01
ORD0360,2024-11,HCMC,Clothing,14,821.39,20,30,2.8,9199.57,2024-11-01
ORD0361,2024-07,Can Tho,Electronics,7,451.28,0,54,1.4,3158.96,2024-07-01
ORD0362,2024-09,HCMC,Food,11,434.29,0,34,3.7,4777.19,2024-09-01
ORD0363,2024-08,Hue,Food,20,807.85,15,55,1.5,13733.45,2024-08-01
ORD0364,2024-06,Can Tho,Sports,6,1636.79,10,57,3.4,8838.67,2024-06-01
ORD0365,2024-11,HCMC,Food,4,515.22,0,29,2.5,2060.88,2024-11-01
ORD0366,2024-03,Hue,Books,14,1213.03,20,42,2.7,13585.94,2024-03-01
ORD0367,2024-08,Hue,Clothing,18,375.39,10,26,1.7,6081.32,2024-08-01
ORD0368,2024-08,Hue,Electronics,12,1906.09,15,26,1.8,19442.12,2024-08-01
ORD0369,2024-07,Hue,Sports,16,847.81,15,44,3.8,11530.22,2024-07-01
ORD0370,2024-08,Can Tho,Clothing,3,1152.53,5,36,1.1,3284.71,2024-08-01
ORD0371,2024-04,Hue,Food,6,1572.44,20,65,4.1,7547.71,2024-04-01
ORD0372,2024-08,Hue,Sports,4,1166.79,10,52,4.3,4200.44,2024-08-01
ORD0373,2024-06,Hue,Electronics,15,1115.39,15,24,3.9,14221.22,2024-06-01
ORD0374,2024-11,HCMC,Food,2,926.98,10,23,2.8,1668.56,2024-11-01
ORD0375,2024-02,HCMC,Clothing,19,1393.81,20,58,2.7,21185.91,2024-02-01
ORD0376,2024-10,HCMC,Clothing,7,1620.61,20,40,3.1,9075.42,2024-10-01
ORD0377,2024-10,Hue,Clothing,11,1959.05,10,36,3.3,19394.6,2024-10-01
ORD0378,2024-09,Hanoi,Clothing,14,1841.6,10,59,1.5,23204.16,2024-09-01
ORD0379,2024-03,HCMC,Clothing,11,1665.54,15,49,1.6,15572.8,2024-03-01
ORD0380,2024-11,Da Nang,Books,13,931.38,0,43,3.1,12107.94,2024-11-01
ORD0381,2024-05,Da Nang,Books,16,688.21,0,64,1.4,11011.36,2024-05-01
ORD0382,2024-08,Da Nang,Electronics,18,825.55,15,31,3.0,12630.92,2024-08-01
ORD0383,2024-06,Da Nang,Food,18,1176.97,20,49,4.2,16948.37,2024-06-01
ORD0384,2024-11,Hanoi,Electronics,4,1271.05,15,19,1.5,4321.57,2024-11-01
ORD0385,2024-03,Can Tho,Books,1,1984.08,15,30,5.0,1686.47,2024-03-01
ORD0386,2024-03,Da Nang,Clothing,9,232.01,10,34,1.3,1879.28,2024-03-01
ORD0387,2024-11,HCMC,Electronics,13,1269.93,5,45,3.6,15683.64,2024-11-01
ORD0388,2024-12,Hanoi,Electronics,7,979.77,5,55,1.9,6515.47,2024-12-01
ORD0389,2024-11,Can Tho,Electronics,1,1406.41,0,45,3.8,1406.41,2024-11-01
ORD0390,2024-08,Hanoi,Clothing,13,224.2,0,24,2.3,2914.6,2024-08-01
ORD0391,2024-05,HCMC,Books,5,1301.07,5,22,3.1,6180.08,2024-05-01
ORD0392,2024-01,Hue,Clothing,15,734.82,5,58,4.0,10471.19,2024-01-01
ORD0393,2024-07,Hue,Books,7,219.04,0,26,4.0,1533.28,2024-07-01
ORD0394,2024-10,Can Tho,Food,14,663.28,5,33,2.1,8821.62,2024-10-01
ORD0395,2024-02,HCMC,Sports,20,1220.02,20,36,4.1,19520.32,2024-02-01
ORD0396,2024-12,Hanoi,Food,7,1059.61,20,30,4.0,5933.82,2024-12-01
ORD0397,2024-05,Hanoi,Clothing,16,802.48,5,49,3.6,12197.7,2024-05-01
ORD0398,2024-02,Hue,Electronics,12,1871.15,5,42,4.4,21331.11,2024-02-01
ORD0399,2024-10,Can Tho,Food,18,1381.74,15,22,1.1,21140.62,2024-10-01
ORD0400,2024-02,Hanoi,Food,7,127.66,0,43,3.0,893.62,2024-02-01
ORD0401,2024-11,Hue,Books,14,1418.53,0,58,3.1,19859.42,2024-11-01
ORD0402,2024-10,HCMC,Food,3,654.32,20,31,4.9,1570.37,2024-10-01
ORD0403,2024-03,Hue,Food,13,1193.55,0,37,3.8,15516.15,2024-03-01
ORD0404,2024-12,HCMC,Electronics,8,218.11,15,25,2.8,1483.15,2024-12-01
ORD0405,2024-10,Hanoi,Food,6,282.91,5,62,1.0,1612.59,2024-10-01
ORD0406,2024-08,Da Nang,Sports,17,1576.82,10,28,2.5,24125.35,2024-08-01
ORD0407,2024-12,Da Nang,Electronics,1,703.27,15,35,3.1,597.78,2024-12-01
ORD0408,2024-05,Hue,Electronics,16,937.64,10,21,3.0,13502.02,2024-05-01
ORD0409,2024-10,HCMC,Food,6,547.48,0,54,3.7,3284.88,2024-10-01
ORD0410,2024-02,HCMC,Sports,1,135.87,0,33,1.2,135.87,2024-02-01
ORD0411,2024-06,Can Tho,Clothing,6,1865.76,0,53,4.2,11194.56,2024-06-01
ORD0412,2024-12,Can Tho,Clothing,11,534.11,10,35,4.3,5287.69,2024-12-01
ORD0413,2024-10,Da Nang,Electronics,17,1362.99,0,29,1.9,23170.83,2024-10-01
ORD0414,2024-09,Hanoi,Books,3,1760.13,10,37,2.3,4752.35,2024-09-01
ORD0415,2024-09,Can Tho,Electronics,12,441.31,20,37,4.0,4236.58,2024-09-01
ORD0416,2024-04,Can Tho,Food,19,1945.12,5,64,4.6,35109.42,2024-04-01
ORD0417,2024-04,HCMC,Electronics,14,96.62,20,40,3.5,1082.14,2024-04-01
ORD0418,2024-12,Hanoi,Food,1,1529.91,15,65,3.9,1300.42,2024-12-01
ORD0419,2024-02,HCMC,Sports,8,868.64,0,27,3.8,6949.12,2024-02-01
ORD0420,2024-02,Hanoi,Clothing,17,855.46,10,47,4.9,13088.54,2024-02-01
ORD0421,2024-02,Hue,Electronics,17,310.35,15,22,3.4,4484.56,2024-02-01
ORD0422,2024-01,Can Tho,Clothing,8,618.77,10,43,3.8,4455.14,2024-01-01
ORD0423,2024-12,Da Nang,Food,15,580.31,0,30,1.5,8704.65,2024-12-01
ORD0424,2024-10,Hanoi,Clothing,4,370.53,15,38,2.6,1259.8,2024-10-01
ORD0425,2024-09,Da Nang,Clothing,15,651.2,10,25,1.4,8791.2,2024-09-01
ORD0426,2024-11,Da Nang,Sports,2,469.29,10,27,1.4,844.72,2024-11-01
ORD0427,2024-04,Da Nang,Books,17,145.45,10,34,4.3,2225.38,2024-04-01
ORD0428,2024-03,Hanoi,Books,15,1134.11,20,33,1.4,13609.32,2024-03-01
ORD0429,2024-02,HCMC,Electronics,1,170.25,5,26,1.8,161.74,2024-02-01
ORD0430,2024-07,Da Nang,Electronics,19,1192.93,0,19,5.0,22665.67,2024-07-01
ORD0431,2024-04,Can Tho,Clothing,3,1814.9,10,25,1.2,4900.23,2024-04-01
ORD0432,2024-08,Hanoi,Clothing,19,894.65,15,49,1.1,14448.6,2024-08-01
ORD0433,2024-11,Can Tho,Clothing,12,468.7,5,35,2.1,5343.18,2024-11-01
ORD0434,2024-03,Hanoi,Sports,20,1253.11,10,49,2.6,22555.98,2024-03-01
ORD0435,2024-09,Can Tho,Electronics,3,595.56,5,44,1.8,1697.35,2024-09-01
ORD0436,2024-09,HCMC,Sports,1,1979.34,10,48,3.2,1781.41,2024-09-01
ORD0437,2024-08,Da Nang,Sports,17,677.13,10,29,1.1,10360.09,2024-08-01
ORD0438,2024-10,HCMC,Electronics,9,164.25,15,51,2.4,1256.51,2024-10-01
ORD0439,2024-10,HCMC,Clothing,4,533.32,5,35,3.1,2026.62,2024-10-01
ORD0440,2024-12,Hanoi,Clothing,19,1700.68,15,40,4.7,27465.98,2024-12-01
ORD0441,2024-03,HCMC,Clothing,19,670.11,10,55,1.1,11458.88,2024-03-01
ORD0442,2024-12,Da Nang,Sports,19,327.1,5,49,3.2,5904.16,2024-12-01
ORD0443,2024-03,Can Tho,Electronics,3,159.53,20,32,1.1,382.87,2024-03-01
ORD0444,2024-08,Hanoi,Food,20,442.86,5,39,3.9,8414.34,2024-08-01
ORD0445,2024-06,Hanoi,Electronics,5,1193.89,5,25,4.4,5670.98,2024-06-01
ORD0446,2024-06,Hanoi,Food,13,1192.73,10,37,2.3,13954.94,2024-06-01
ORD0447,2024-03,Can Tho,Books,11,389.7,20,62,4.6,3429.36,2024-03-01
ORD0448,2024-10,Da Nang,Clothing,19,1638.19,15,37,3.9,26456.77,2024-10-01
ORD0449,2024-05,HCMC,Clothing,1,1900.14,20,43,4.4,1520.11,2024-05-01
ORD0450,2024-10,Hanoi,Clothing,20,670.52,20,32,3.6,10728.32,2024-10-01
ORD0451,2024-02,Can Tho,Clothing,11,1503.42,5,40,4.9,15710.74,2024-02-01
ORD0452,2024-03,Hanoi,Food,15,72.22,5,33,3.8,1029.14,2024-03-01
ORD0453,2024-06,Da Nang,Electronics,1,143.89,15,64,2.7,122.31,2024-06-01
ORD0454,2024-03,Can Tho,Books,13,734.9,15,24,4.3,8120.64,2024-03-01
ORD0455,2024-10,HCMC,Clothing,15,193.73,0,36,1.1,2905.95,2024-10-01
ORD0456,2024-05,Hanoi,Electronics,11,381.71,15,28,3.9,3568.99,2024-05-01
ORD0457,2024-09,Hanoi,Food,20,1971.29,15,63,1.1,33511.93,2024-09-01
ORD0458,2024-11,HCMC,Sports,14,356.35,0,39,1.8,4988.9,2024-11-01
ORD0459,2024-04,Can Tho,Sports,18,567.27,10,37,2.0,9189.77,2024-04-01
ORD0460,2024-01,Can Tho,Sports,18,1687.72,5,21,2.4,28860.01,2024-01-01
ORD0461,2024-07,Hanoi,Food,20,986.64,0,19,1.8,19732.8,2024-07-01
ORD0462,2024-11,Da Nang,Electronics,16,1695.35,10,43,2.9,24413.04,2024-11-01
ORD0463,2024-11,Da Nang,Electronics,18,805.68,10,42,2.5,13052.02,2024-11-01
ORD0464,2024-08,Hanoi,Food,15,956.86,5,35,3.3,13635.26,2024-08-01
ORD0465,2024-03,Hanoi,Electronics,12,1625.95,15,55,1.9,16584.69,2024-03-01
ORD0466,2024-01,Can Tho,Sports,14,1932.97,15,54,4.5,23002.34,2024-01-01
ORD0467,2024-08,Da Nang,Electronics,13,1810.42,0,50,3.3,23535.46,2024-08-01
ORD0468,2024-09,Hue,Sports,5,284.55,15,29,4.8,1209.34,2024-09-01
ORD0469,2024-03,HCMC,Clothing,5,133.22,0,61,2.7,666.1,2024-03-01
ORD0470,2024-11,HCMC,Sports,9,673.51,0,23,2.6,6061.59,2024-11-01
ORD0471,2024-07,Hue,Food,9,1063.39,0,62,3.5,9570.51,2024-07-01
ORD0472,2024-09,Can Tho,Electronics,14,341.8,20,55,3.3,3828.16,2024-09-01
ORD0473,2024-02,Hanoi,Sports,4,1582.2,20,40,4.5,5063.04,2024-02-01
ORD0474,2024-05,Can Tho,Books,19,1237.48,0,29,2.1,23512.12,2024-05-01
ORD0475,2024-03,Hue,Sports,13,125.63,10,62,2.0,1469.87,2024-03-01
ORD0476,2024-12,Can Tho,Food,12,89.45,10,37,2.1,966.06,2024-12-01
ORD0477,2024-08,Hanoi,Clothing,5,635.94,15,38,2.1,2702.75,2024-08-01
ORD0478,2024-07,Hue,Electronics,7,911.35,15,65,2.9,5422.53,2024-07-01
ORD0479,2024-09,Da Nang,Electronics,17,1593.41,0,37,3.8,27087.97,2024-09-01
ORD0480,2024-07,HCMC,Sports,19,106.45,5,30,4.3,1921.42,2024-07-01
ORD0481,2024-04,Hanoi,Books,2,1840.16,5,35,2.5,3496.3,2024-04-01
ORD0482,2024-08,Hue,Books,4,1378.29,5,41,3.0,5237.5,2024-08-01
ORD0483,2024-08,HCMC,Books,19,1125.1,10,28,4.4,19239.21,2024-08-01
ORD0484,2024-05,Hanoi,Food,1,803.8,5,54,4.1,763.61,2024-05-01
ORD0485,2024-04,HCMC,Clothing,7,574.71,15,50,1.1,3419.52,2024-04-01
ORD0486,2024-11,Hanoi,Books,5,1312.37,20,18,1.9,5249.48,2024-11-01
ORD0487,2024-10,Da Nang,Food,14,1796.19,10,47,2.0,22631.99,2024-10-01
ORD0488,2024-08,Da Nang,Sports,20,824.45,0,18,3.0,16489.0,2024-08-01
ORD0489,2024-11,Da Nang,Sports,20,1237.65,10,61,1.4,22277.7,2024-11-01
ORD0490,2024-02,Da Nang,Food,11,1729.91,10,59,3.8,17126.11,2024-02-01
ORD0491,2024-11,Da Nang,Clothing,5,1058.72,5,21,4.2,5028.92,2024-11-01
ORD0492,2024-10,Can Tho,Food,5,1456.5,15,36,2.0,6190.12,2024-10-01
ORD0493,2024-07,Can Tho,Books,2,1186.9,20,30,2.4,1899.04,2024-07-01
ORD0494,2024-12,HCMC,Sports,16,1817.73,10,50,2.2,26175.31,2024-12-01
ORD0495,2024-03,Hue,Clothing,10,240.33,5,65,2.0,2283.14,2024-03-01
ORD0496,2024-09,HCMC,Food,3,483.39,5,65,4.5,1377.66,2024-09-01
ORD0497,2024-07,Da Nang,Food,9,1191.86,15,25,2.9,9117.73,2024-07-01
ORD0498,2024-11,Hue,Sports,20,188.87,5,50,1.5,3588.53,2024-11-01
ORD0499,2024-11,Can Tho,Sports,10,855.56,5,26,5.0,8127.82,2024-11-01
ORD0500,2024-06,Can Tho,Sports,15,329.29,5,23,3.0,4692.38,2024-06-01
